5003.468,5043.252,207.513
5004.471,5048.507,207.584
5010.592,5046.746,207.540
5011.906,5042.279,207.577
5014.409,5032.874,207.716
5015.141,5052.498,207.724
5015.290,5032.788,207.714
5016.395,5046.293,207.534
5017.407,5060.458,208.036
5018.013,5010.116,208.113
5018.623,5050.892,207.703
5019.564,5064.507,207.943
5019.613,5022.448,207.722
5019.903,5057.892,207.923
5022.126,5041.716,207.677
5022.355,5033.005,207.544
5022.728,5049.589,207.704
5022.932,5055.486,207.831
5023.254,5046.252,207.630
5023.408,5062.477,207.925
5023.411,5023.480,207.837
5026.334,5090.649,212.352
5026.828,5092.663,212.347
5028.342,5032.816,207.878
5028.402,5094.017,212.437
5031.192,5009.889,208.138
5031.260,5041.686,207.783
5031.432,5014.810,208.113
5031.674,5026.125,207.991
5032.540,5033.003,207.646
5032.957,5046.135,207.746
5033.952,5090.469,212.260
5034.986,5088.106,212.218
5035.598,5091.037,212.214
5035.930,5029.846,207.785
5037.468,5087.402,211.895
5037.954,5027.600,207.962
5038.794,5087.032,211.041
5039.071,5087.893,211.050
5040.375,5028.670,207.848
5040.392,5033.411,207.798
5042.145,5025.953,207.992
5042.269,5042.200,207.866
5043.222,5085.952,211.075
5043.312,5033.304,207.846
5043.637,5087.791,211.480
5043.740,5025.541,208.032
5044.014,5026.776,208.214
5044.729,5029.557,208.200
5044.838,5046.616,207.896
5044.974,5031.187,208.148
5045.013,5046.671,207.914
5045.765,5051.909,208.404
5046.934,5088.781,211.287
5047.354,5007.675,208.788
5047.566,5015.696,208.436
5047.861,5058.059,209.660
5048.304,5022.081,208.307
5048.437,5086.497,211.074
5048.478,5026.709,208.264
5048.632,5030.448,208.252
5048.703,5033.404,208.117
5049.718,5042.507,207.951
5049.750,5065.013,209.969
5049.761,5068.792,210.007
5049.859,5082.098,210.826
5049.999,5047.804,207.996
5050.100,5074.374,210.318
5050.120,5082.463,210.850
5052.129,5085.792,210.963
5052.135,5086.308,210.978
5053.517,5030.874,208.317
5053.838,5086.909,210.998
5053.954,5033.927,208.173
5055.463,5086.390,211.002
5056.120,5058.092,209.475
5056.335,5076.067,210.482
5056.771,5080.051,210.658
5057.564,5063.926,209.574
5058.143,5068.737,209.764
5058.213,5083.914,211.080
5059.220,5075.377,210.547
5059.308,5042.863,208.032
5059.390,5080.111,210.659
5060.117,5057.357,209.341
5060.158,5034.146,208.240
5060.187,5030.355,208.321
5061.214,5062.938,209.328
5061.600,5066.856,209.516
5061.668,5071.284,209.784
5061.863,5074.906,210.409
5062.071,5099.907,223.317
5062.355,5079.881,210.682
5062.386,5027.871,208.388
5062.801,5083.311,211.133
5063.411,5056.436,209.006
5064.034,5025.080,208.467
5064.081,5067.628,209.520
5064.440,5070.964,209.743
5064.686,5089.636,212.897
5064.713,5033.085,208.284
5064.731,5062.525,209.238
5065.130,5034.420,208.254
5065.962,5025.046,209.019
5066.036,5030.987,209.010
5066.483,5089.003,212.607
5066.765,5052.664,208.669
5066.998,5048.650,208.323
5067.215,5058.518,208.981
5068.664,5067.384,209.449
5069.277,5034.694,208.297
5069.339,5043.437,208.119
5069.563,5033.308,208.286
5069.676,5052.756,208.713
5069.857,5088.200,212.383
5069.878,5086.193,211.080
5070.598,5031.491,209.102
5071.532,5087.714,211.046
5072.268,5064.911,209.272
5072.292,5067.286,209.434
5072.496,5070.122,209.692
5072.752,5055.213,208.827
5073.026,5054.591,208.770
5073.340,5085.674,211.002
5074.138,5034.894,208.314
5074.677,5033.605,208.344
5074.680,5031.836,209.100
5074.918,5086.835,210.924
5075.187,5032.995,208.378
5075.231,5065.726,209.291
5075.268,5059.498,208.961
5075.305,5048.312,208.220
5075.411,5052.537,208.611
5075.669,5069.490,209.618
5075.904,5031.863,208.415
5076.148,5034.977,208.332
5076.218,5043.610,208.172
5077.164,5074.997,209.893
5077.352,5011.815,208.990
5077.437,5057.626,208.837
5077.559,5015.747,208.977
5077.696,5063.582,209.152
5077.866,5085.280,210.703
5078.074,5078.326,209.983
5078.114,5020.096,208.839
5078.162,5084.115,210.229
5078.305,5086.397,210.756
5078.321,5030.667,208.537
5078.624,5023.947,208.756
5078.708,5069.714,209.585
5078.910,5048.564,208.263
5079.090,5051.038,208.436
5079.117,5016.809,208.902
5079.289,5072.800,209.664
5079.454,5074.747,209.769
5079.783,5056.017,208.699
5080.047,5035.208,208.352
5080.183,5011.789,209.050
5080.254,5060.416,208.949
5080.263,5025.350,208.702
5080.339,5078.682,209.985
5080.385,5009.763,208.942
5080.556,5032.280,208.476
5080.663,5064.995,209.205
5080.948,5086.140,210.391
5081.082,5020.121,208.826
5081.194,5069.012,209.460
5081.369,5083.217,210.211
5081.581,5018.381,208.740
5081.850,5051.335,208.481
5082.044,5024.438,208.725
5082.063,5074.614,209.779
5082.215,5049.881,208.339
5082.396,5055.579,208.694
5082.542,5079.278,209.981
5082.554,5029.399,208.578
5082.623,5060.172,208.906
5082.695,5026.192,208.593
5083.650,5085.857,210.278
5083.710,5033.931,208.479
5083.875,5064.683,209.222
5083.914,5035.533,208.417
5084.361,5088.848,210.482
5084.668,5069.894,209.579
5084.726,5009.143,208.922
5084.925,5073.198,209.800
5085.139,5075.604,209.939
5085.221,5025.698,208.625
5085.348,5049.659,208.411
5085.517,5098.332,221.741
5085.610,5014.151,208.810
5085.842,5082.769,210.259
5086.125,5017.919,208.733
5086.380,5085.843,210.323
5087.086,5089.318,210.529
5087.929,5044.124,208.285
5088.097,5020.942,208.724
5088.241,5026.447,208.692
5088.365,5035.356,208.441
5088.634,5033.711,208.473
5089.683,5013.181,208.820
5089.903,5082.485,210.407
5090.333,5007.810,208.925
5090.528,5086.484,210.432
5091.164,5090.051,210.621
5091.677,5048.975,208.452
5093.031,5035.240,208.411
5093.084,5065.791,209.216
5093.303,5068.668,209.280
5093.385,5083.140,210.472
5093.424,5071.914,209.300
5093.463,5033.623,208.548
5094.453,5082.007,210.414
5094.779,5043.806,208.350
5095.494,5094.025,215.968
5096.451,5097.484,219.830
5097.236,5068.182,209.280
5098.184,5070.671,209.286
5098.457,5092.585,213.088
5099.574,5048.027,208.462
5100.337,5050.932,208.662
5100.393,5068.987,209.272
5100.448,5067.249,209.270
5100.760,5069.898,209.279
5100.840,5093.989,215.274
5100.858,5065.080,209.192
5100.868,5054.373,208.728
5101.056,5090.859,212.954
5101.272,5057.415,208.751
5101.471,5085.905,211.190
5101.497,5078.306,209.532
5101.641,5061.793,208.830
5101.649,5074.280,209.403
5101.711,5092.330,213.376
5101.913,5064.372,208.909
5101.981,5070.861,209.086
5102.051,5067.263,209.010
5102.515,5033.411,208.559
5102.655,5035.061,208.506
5103.438,5053.984,208.537
5104.062,5083.273,209.491
5104.077,5044.028,208.440
5104.221,5071.081,209.212
5104.561,5069.175,208.825
5104.580,5059.304,208.617
5105.010,5092.119,212.955
5105.115,5064.024,208.707
5105.440,5085.102,210.806
5105.453,5079.862,209.373
5105.525,5089.933,212.144
5105.743,5070.995,209.159
5106.217,5075.023,209.191
5106.343,5094.941,217.919
5106.445,5093.291,214.429
5108.511,5051.280,208.521
5108.539,5092.378,213.990
5108.547,5054.432,208.582
5109.314,5059.207,208.649
5109.813,5063.640,208.717
5110.146,5074.794,209.067
5110.458,5074.341,209.056
5110.695,5033.189,208.599
5110.942,5034.943,208.559
5110.976,5068.317,208.822
5111.890,5026.485,208.736
5112.048,5032.582,208.625
5112.521,5069.827,208.983
5112.761,5071.839,209.021
5113.079,5028.714,208.705
5113.240,5050.428,208.701
5113.822,5054.568,208.596
5114.395,5043.821,208.516
5114.585,5026.394,208.741
5114.619,5023.959,208.883
5114.645,5063.829,208.745
5114.707,5023.252,209.164
5114.843,5058.850,208.669
5114.951,5032.906,208.600
5115.092,5026.343,208.980
5115.187,5030.171,208.652
5115.277,5050.413,208.755
5115.315,5034.832,208.602
5115.522,5030.053,208.763
5116.024,5033.247,208.589
5116.053,5069.150,209.050
5116.437,5070.809,209.080
5116.927,5073.068,209.116
5116.932,5051.623,208.681
5117.678,5068.593,209.004
5117.726,5022.415,209.165
5118.043,5024.274,209.170
5118.223,5057.552,208.767
5118.226,5064.557,208.901
5118.450,5028.457,208.884
5118.755,5069.313,209.025
5119.046,5033.259,208.623
5119.158,5047.894,208.547
5119.624,5034.754,208.612
5119.698,5053.529,208.678
5120.087,5051.123,208.610
5120.590,5060.740,208.843
5120.719,5070.862,209.126
5121.149,5058.654,208.799
5121.227,5069.103,209.106
5121.759,5064.462,208.980
5121.862,5073.067,209.314
5122.777,5048.298,208.620
5123.034,5034.467,208.664
5123.073,5050.623,208.627
5123.255,5032.750,208.685
5123.339,5080.627,210.158
5123.623,5077.400,209.744
5123.741,5069.030,209.188
5124.476,5058.669,208.873
5124.510,5072.778,209.397
5125.067,5083.336,210.569
5125.329,5063.714,209.099
5126.015,5080.484,210.182
5126.312,5084.448,210.629
5126.554,5076.958,209.888
5126.680,5067.948,209.258
5127.035,5068.861,209.525
5127.366,5071.908,209.593
5127.657,5032.410,208.741
5127.761,5047.695,208.674
5127.846,5034.317,208.706
5128.586,5076.589,209.820
5128.751,5071.423,209.744
